subgroup,n,RMSE,MAE,R2,mean_target,mean_prediction
<20%,563,4.005029284775595,3.1441757068229266,0.2977000334006461,47.38539642863186,47.40650527726272
20-35%,1070,3.981294807398299,3.170138503957611,0.45246491426039537,43.98131666888041,44.07228232234164
35-50%,406,3.7505580177554423,3.048061067426924,0.5854704717785527,39.4780289909876,39.543791981284066
>50%,79,4.483400728260062,3.7166316178965806,0.5230837829339756,32.62713165216748,31.68976524899275
